,Station Name,Street Address,City,State,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,EV Pricing
458,AutoNation Nissan - Marietta,925 Cobb Pkwy SE,Marietta,GA,30060,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.92909,-84.50889,3/7/22,39990,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
459,Nissan South,6889 Jonesboro Rd,Morrow,GA,30260,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.566938,-84.344405,6/9/20,39991,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
460,Regal Nissan,1090 Holcomb Bridge Rd,Roswell,GA,30076,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.022437,-84.327529,3/7/22,39992,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
461,Nissan South Union City,4080 Jonesboro Rd,Union City,GA,30291,Public - Call ahead,Dealership business hours; contact 770-964-4900 for more information,,1,1,Non-Networked,33.565412,-84.521117,3/7/22,39993,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,
462,Five Star Nissan,839 Warren Dr,Warner Robins,GA,31088,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.555572,-83.66552,6/9/20,39994,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
463,New City Nissan,2295 N King St,Honolulu,HI,96819,Public - Call ahead,Dealership business hours; open to Nissan Leafs only,,2,,Non-Networked,21.335175,-157.88225,6/9/20,39995,2022-04-28 20:01:31 UTC,3/15/11,J1772,Free
464,Jim Falk Motors - Maui,260 Hana Hwy,Kahului,HI,96732,Public - Call ahead,Dealership business hours,,1,,Non-Networked,20.8891,-156.458605,6/9/20,39996,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
465,King Windward Nissan,45-568 Kamehameha Hwy,Kaneohe,HI,96744,Public - Call ahead,Dealership business hours; open to Nissan Leaf's only,,1,1,Non-Networked,21.399116,-157.799326,2/10/22,39997,2022-04-28 20:01:31 UTC,3/15/11,CHADEMO J1772,Free
466,Tony Nissan,94-1299 Ka Uka Blvd,Waipahu,HI,96797,Public - Call ahead,Dealership business hours; open to Nissan Leaf's only,,2,,Non-Networked,21.42849,-157.998343,4/6/23,39998,2023-04-06 17:17:01 UTC,3/15/11,J1772,
467,Municipal Garage,200 N Holliday St,Baltimore,MD,21202,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,1,2,,Non-Networked,39.291785,-76.610539,11/10/22,40012,2023-09-13 17:38:43 UTC,8/15/11,J1772 NEMA520,Free
468,Bel Air Nissan,1506 Bel Air Rd,Bel Air,MD,21014,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,39.505659,-76.382317,3/7/22,40018,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
469,Community College of Baltimore County (CCBC),800 S Rolling Rd,Catonsville,MD,21228,Public,24 hours daily,,2,,Non-Networked,39.256947,-76.730918,9/10/21,40020,2023-08-23 15:19:56 UTC,9/9/19,J1772,Free
470,Younger Nissan,7418 Grove Rd,Frederick,MD,21704,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,39.391175,-77.407835,3/7/22,40025,2023-02-14 15:54:11 UTC,6/26/18,CHADEMO J1772 J1772COMBO,Free
471,Criswell Nissan,19574 Amaranth Dr,Germantown,MD,20874,Public - Call ahead,Dealership business hours,,1,,Non-Networked,39.177414,-77.249773,6/9/20,40026,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
472,Passport Nissan - Marlow Heights,5000 Auth Way,Suitland,MD,20746,Public - Call ahead,Dealership business hours; contact 301-423-8400 for more information,,1,1,Non-Networked,38.82681,-76.923233,3/7/22,40029,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
473,Darcars Nissan,15911 Indianola Dr,Rockville,MD,20855,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,39.113757,-77.161016,3/7/22,40030,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
474,Herb Gordon Nissan,3131 Automobile Blvd,Silver Spring,MD,20904,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,39.077447,-76.947933,6/9/20,40033,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
475,Lawson Parking Ramp,10 W 6th St,St. Paul,MN,55102,Public,24 hours daily; pay lot,,5,,Non-Networked,44.946327,-93.095535,4/6/22,40046,2023-02-14 15:54:11 UTC,10/17/11,J1772,"$5 per session, customers pay up to $20 for leaving car connected after done charging"
476,Lower Town Parking Ramp,316 Jackson St,St. Paul,MN,55101,Private - Fleet customers only,24 hours daily for monthly parkers only,,1,,Non-Networked,44.947042,-93.088226,4/6/22,40047,2023-02-15 22:45:41 UTC,10/17/11,J1772,$6 per session
477,Currie Maintenance Facility,1200 Currie Ave N,Minneapolis,MN,55415,Private,Facility hours,,1,,Non-Networked,44.977961,-93.282508,4/6/22,40053,2023-02-15 22:45:41 UTC,8/15/11,J1772,Free
478,St. Paul Natural Resources Department,1100 N Hamline Ave,St. Paul,MN,55108,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,1,1,,Non-Networked,44.973838,-93.156808,1/10/23,40056,2023-02-14 15:54:11 UTC,3/15/11,J1772 NEMA520,
479,St. Paul Public Works Maintenance Garage,873 Dale St N,St. Paul,MN,55103,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,1,1,,Non-Networked,44.967593,-93.127742,1/10/23,40057,2023-02-14 15:54:11 UTC,7/31/12,J1772 NEMA520,
480,World Trade Center Parking Ramp,477 Cedar St,St. Paul,MN,55101,Public - Card key at all times,24 hours daily; monthly contracted parking customers only,,2,,Non-Networked,44.948972,-93.0962,6/14/22,40063,2023-02-14 15:54:11 UTC,10/17/11,J1772,Free
481,Modern Nissan - Concord,967 Concord Pkwy S,Concord,NC,28027,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,35.392063,-80.622777,3/7/22,40066,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
482,Fred Anderson Nissan,4559 Raeford Rd,Fayetteville,NC,28304,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,35.042419,-78.956747,6/9/20,40067,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
483,Vann Yorks High Point Nissan,1810 S Main St,High Point,NC,27260,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.937981,-79.996012,6/9/20,40068,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
484,Nissan of Lumberton,1949 Roberts Ave,Lumberton,NC,28358,Public - Call ahead,Dealership business hours,,1,,Non-Networked,34.634487,-78.997134,6/9/20,40069,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
485,International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,CA,92123,Private,Employee and student use only,,2,,Non-Networked,32.823912,-117.12114,5/3/23,40185,2023-05-03 20:36:28 UTC,7/22/11,J1772,Free
486,James River Air Conditioning,1905 Westmoreland St,Richmond,VA,23230,Public,24 hours daily,,1,,Non-Networked,37.578536,-77.48754,1/10/22,40255,2022-02-10 19:42:29 UTC,6/20/11,J1772,Free
487,NV ENERGY 6100 NEIL RD 4,6100 Neil Rd,Reno,NV,89511,Public,24 hours daily,,1,,ChargePoint Network,39.467032,-119.779038,10/12/23,40367,2023-10-12 00:22:03 UTC,5/15/11,J1772,
488,PIE AE OTC 3FL PKGSTA3,505 Barton Springs Rd,Austin,TX,78704,Public,24 hours daily,,2,,ChargePoint Network,30.256917,-97.749169,10/12/23,40372,2023-10-12 00:19:43 UTC,5/15/11,J1772,
489,AT&T,208 S Akard St,Dallas,TX,75201,Private,AT&T fleet vehicle use only,,4,,Non-Networked,32.779791,-96.7990454,1/10/22,40376,2023-02-15 22:45:41 UTC,6/1/13,J1772,
490,New River Nissan,2130 N Franklin St,Christiansburg,VA,24073,Public - Call ahead,Dealership business hours,,1,,Non-Networked,37.1581,-80.4203,6/9/20,40380,2023-02-15 22:45:41 UTC,1/31/12,J1772,Free
491,Hyman Brothers Nissan,11841 Midlothian Turnpike,Midlothian,VA,23113,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,37.50418,-77.61949,3/7/22,40382,2023-02-14 15:54:11 UTC,5/15/11,CHADEMO J1772,Free
492,KEY CENTER KEY CENTER 6,601 108th Ave NE,Bellevue,WA,98004,Public,24 hours daily,,2,,ChargePoint Network,47.616104,-122.19696,10/12/23,40383,2023-10-12 00:28:14 UTC,5/15/11,J1772,
493,KRC SKYLINE SKYLINE #1,10900 NE 4th St,Bellevue,WA,98004,Public,24 hours daily,,2,,ChargePoint Network,47.61434,-122.194037,10/12/23,40384,2023-10-12 00:24:03 UTC,5/15/11,J1772,
494,MGE PRINCE CLUB E,1726 Eagan Rd,Madison,WI,53704,Public,24 hours daily,,2,,ChargePoint Network,43.121878,-89.309902,10/12/23,40389,2023-10-12 00:20:58 UTC,5/15/11,J1772,
495,MGE MID LIB GP,7428 Terrace Ave,Middleton,WI,53562,Public,24 hours daily,,2,,ChargePoint Network,43.094649,-89.50964,10/12/23,40390,2023-10-12 00:07:30 UTC,5/15/11,J1772,
496,CITY OF HOLLAND 127 E 8TH,127 E 8th St,Holland,MI,49423,Public,24 hours daily,,2,,ChargePoint Network,42.790376,-86.101511,10/12/23,40444,2023-10-12 00:22:35 UTC,5/17/11,J1772,
497,Harper Corp,35 W Court St,Greenville,SC,29601,Private,Employee and authorized visitor use only,,1,,Non-Networked,34.848783,-82.401211,6/12/23,40482,2023-06-12 16:56:16 UTC,7/15/11,J1772,Free
498,South Carolina Technology and Aviation Center,2 Exchange St,Greenville,SC,29605,Public - Credit card at all times,24 hours daily,,1,,Non-Networked,34.756982,-82.383799,9/14/22,40522,2023-02-14 15:54:11 UTC,7/15/11,J1772,Free
499,Stone's Cove Kitbar,2403 Centreville Rd,Herndon,VA,20171,Public,24 hours daily,,1,,Non-Networked,38.951695,-77.409238,10/12/21,40565,2022-02-10 19:42:29 UTC,7/15/11,J1772,Free
500,County of Greenville - County Square,301 University Ridge,Greenville,SC,29601,Public,24 hours daily,,2,,Non-Networked,34.840912,-82.400037,6/12/23,40570,2023-06-12 16:56:16 UTC,9/15/11,J1772,Free
